IMb,IMb Serial Number,Scan DateTime,Scan Event Code,Scan Facility ZIP,Mail Phase,Expected Delivery Date,Anticipated Delivery Date
0027020014600275959210536371504,002759592,2020-09-01 19:41:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275990321234904435,002759903,2020-09-01 19:48:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0031120014602266249028510,022662490,2020-09-01 23:49:10-0400,896,28302,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276526970769436294,002765269,2020-09-01 19:47:06-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275832844146417907,002758328,2020-09-01 19:47:11-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276519055113215353,002765190,2020-09-01 19:47:16-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602234387586323863920,022343875,2020-09-01 16:37:01-0700,896,85026,Phase 3a - Destination Secondary Processing,2020-09-03,2020-09-02
0027120014602232263881147221212,022322638,2020-09-01 18:48:16-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600275731410570361743,002757314,2020-09-01 19:47:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276649431632346590,002766494,2020-09-01 19:42:29-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276636622314221327,002766366,2020-09-01 19:42:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0031020014600276149894404,002761498,2020-09-01 19:41:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602074789542376906471,020747895,2020-09-01 18:52:08-0500,481,63155,Phase 1a - Origin Primary Processing,,
0027020014600276980098112502814,002769800,2020-09-01 19:40:59-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276702297317953492,002767022,2020-09-01 19:44:28-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602153996280537747025,021539962,2020-09-01 19:10:15-0600,896,80266,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276530276109341309,002765302,2020-09-01 19:47:02-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276519255746373002,002765192,2020-09-01 19:47:16-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276526267730200814,002765262,2020-09-01 19:47:07-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275963211743221407,002759632,2020-09-01 19:42:04-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602220273455124501076,022202734,2020-09-01 14:04:41-0500,893,55121,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014600199445578132250739,001994455,2020-09-01 19:52:50-0500,891,75099,Phase 1a - Origin Primary Processing,,
0027120014602264821793501165099,022648217,2020-09-01 16:01:43-0700,484,93380,Phase 2b - Destination SCF Processing,,
0027120014602206507133133215354,022065071,2020-09-01 16:34:22-0400,893,33152,Phase 2a - Destination MMP Processing,2020-09-03,
0027020014600276648232003706499,002766482,2020-09-01 19:42:30-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276524663124190003,002765246,2020-09-01 19:47:08-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275975418508145522,002759754,2020-09-01 19:48:19-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276695992823636798,002766959,2020-09-01 19:44:37-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602220275255124847252,022202752,2020-09-01 14:04:39-0500,893,55121,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276064548192430665,002760645,2020-09-01 19:46:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276547693940675848,002765476,2020-09-01 19:47:12-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275962411552200936,002759624,2020-09-01 19:42:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276043235215271505,002760432,2020-09-01 19:51:01-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602157590289027625714,021575902,2020-09-01 20:51:00-0700,481,89199,Phase 1a - Origin Primary Processing,,
0027020014600275789628546976907,002757896,2020-09-01 19:49:58-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602252183621875180307,022521836,2020-09-01 23:51:36-0400,481,21233,Phase 1a - Origin Primary Processing,,
0027020014600275764021045525070,002757640,2020-09-01 19:50:17-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276003524171404596,002760035,2020-09-01 19:48:45-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276100278266254012,002761002,2020-09-01 19:45:57-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602250884296022761787,022508842,2020-09-01 18:50:44-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602232171480634740467,022321714,2020-09-01 17:49:46-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600275920397132103103,002759203,2020-09-01 19:49:28-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602091620596022098383,020916205,2020-09-01 18:50:33-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602232178280640780101,022321782,2020-09-01 17:49:39-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276097777459252110,002760977,2020-09-01 19:45:46-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602107744991362205091,021077449,2020-09-01 17:29:37-0700,896,91383,Phase 3a - Destination Secondary Processing,2020-09-04,2020-09-02
0027020014600275853455448267430,002758534,2020-09-01 19:45:15-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602129220985050354923,021292209,2020-09-01 16:54:51-0600,891,87101,Phase 1a - Origin Primary Processing,,
0027120014602231909280112274088,022319092,2020-09-01 19:08:57-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602116551183714164610,021165511,2020-09-01 23:46:32-0400,896,25350,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275711601902166025,002757116,2020-09-01 19:47:40-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276034233436442024,002760342,2020-09-01 19:51:11-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602157578286429730801,021575782,2020-09-01 20:50:58-0700,481,89199,Phase 1a - Origin Primary Processing,,
0027120014602157581689005160307,021575816,2020-09-01 20:50:59-0700,481,89199,Phase 1a - Origin Primary Processing,,
0027120014602157578386429580393,021575783,2020-09-01 20:50:58-0700,481,89199,Phase 1a - Origin Primary Processing,,
0027020014600275798130143622240,002757981,2020-09-01 19:46:29-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602232176380634800313,022321763,2020-09-01 17:49:41-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276115089441622321,002761150,2020-09-01 19:43:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275745817025292225,002757458,2020-09-01 19:50:38-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602263221498333046363,022632214,2020-09-01 18:58:20-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602157581789005372202,021575817,2020-09-01 20:50:59-0700,481,89199,Phase 1a - Origin Primary Processing,,
0027120014602086238236043521842,020862382,2020-09-01 19:23:38-0500,891,36119,Phase 1a - Origin Primary Processing,,
0027020014600276674461462186600,002766744,2020-09-01 19:44:11-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275977419040355834,002759774,2020-09-01 19:48:17-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276063148446776020,002760631,2020-09-01 19:46:24-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275731010509435023,002757310,2020-09-01 19:47:52-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602141643984105204559,021416439,2020-09-01 23:52:48-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600275858960134216499,002758589,2020-09-01 19:45:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602141644984105222588,021416449,2020-09-01 23:52:48-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014602141644684105293871,021416446,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014602153998180537749103,021539981,2020-09-01 19:10:16-0600,896,80266,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276062047274746464,002760620,2020-09-01 19:46:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602271790081521871397,022717900,2020-09-01 18:38:09-0600,481,81505,Phase 1a - Origin Primary Processing,,
0027120014602141643784105320907,021416437,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600275828340065752753,002758283,2020-09-01 19:47:16-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602141643484105382772,021416434,2020-09-01 23:52:46-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600275985720637254737,002759857,2020-09-01 19:48:06-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602141643184105202948,021416431,2020-09-01 23:52:48-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600276137294577210509,002761372,2020-09-01 19:43:49-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276104580126493693,002761045,2020-09-01 19:43:37-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276665146350791564,002766651,2020-09-01 19:44:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602141643284105343174,021416432,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014602130625098365953522,021306250,2020-09-01 19:36:09-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602079356597459181332,020793565,2020-09-01 20:53:45-0700,896,97401,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602231990480219601012,022319904,2020-09-01 18:57:00-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276132393532046868,002761323,2020-09-01 19:43:10-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602141643384105358410,021416433,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014600186840076137136737,001868400,2020-09-01 18:52:19-0500,891,78284,Phase 1a - Origin Primary Processing,,
0027120014602141644384105292681,021416443,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014602109712795666954301,021097127,2020-09-01 16:31:03-0700,896,95799,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602141644784105350537,021416447,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600275975318504105315,002759753,2020-09-01 19:48:19-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600187228976365182810,001872289,2020-09-01 20:17:55-0500,896,76161,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602141644184105321426,021416441,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600276626620171202395,002766266,2020-09-01 19:42:48-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602141643084105193586,021416430,2020-09-01 23:52:48-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014600186847376137137832,001868473,2020-09-01 18:52:20-0500,891,78284,Phase 1a - Origin Primary Processing,,
0027120014602141644884105380580,021416448,2020-09-01 23:52:46-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600275941702066380190,002759417,2020-09-01 19:41:57-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602141645084105185803,021416450,2020-09-01 23:52:48-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027120014602250874396009009595,022508743,2020-09-01 18:33:25-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602231976580209331609,022319765,2020-09-01 18:57:15-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276671155426203050,002766711,2020-09-01 19:44:15-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602257834835653541526,022578348,2020-09-01 22:54:52-0500,004,35203,Phase 0 - Origin Processing Cancellation of Postage,,
0027020014600275971817202812413,002759718,2020-09-01 19:48:21-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275850654856360380,002758506,2020-09-01 19:45:19-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602079546698380976760,020795466,2020-09-01 18:51:45-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602148654330582284559,021486543,2020-09-01 19:51:39-0400,896,30026,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275853255435256044,002758532,2020-09-01 19:45:16-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275834945050119627,002758349,2020-09-01 19:45:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600676808556369032424,006768085,2020-09-01 18:35:15-0500,481,55401,Phase 1a - Origin Primary Processing,,
0027020014600275734211558227096,002757342,2020-09-01 19:47:47-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276097677459654214,002760976,2020-09-01 19:45:46-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275793928704855450,002757939,2020-09-01 19:46:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275828039232761873,002758280,2020-09-01 19:47:16-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602079125496020974284,020791254,2020-09-01 18:32:30-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602141644484105320955,021416444,2020-09-01 23:52:47-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600275800631052374630,002758006,2020-09-01 19:46:28-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275799830341331206,002757998,2020-09-01 19:46:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276666548310462843,002766665,2020-09-01 19:44:20-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276072155421282356,002760721,2020-09-01 19:46:13-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276063248462862805,002760632,2020-09-01 19:46:23-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275844948843450854,002758449,2020-09-01 19:45:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275846950265692321,002758469,2020-09-01 19:45:23-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276671659001006060,002766716,2020-09-01 19:44:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275987020815416707,002759870,2020-09-01 19:48:05-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275714902360359982,002757149,2020-09-01 19:47:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276665246614217323,002766652,2020-09-01 19:44:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276689089511757625,002766890,2020-09-01 19:44:02-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275837145459283840,002758371,2020-09-01 19:45:32-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602100217130043374464,021002171,2020-09-01 20:38:14-0400,891,37950,Phase 1a - Origin Primary Processing,,
0027020014600276082764024973504,002760827,2020-09-01 19:46:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276069553172182301,002760695,2020-09-01 19:46:16-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276010729731673333,002760107,2020-09-01 19:48:39-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275853055432111048,002758530,2020-09-01 19:45:16-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275981220010291026,002759812,2020-09-01 19:48:12-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275815534105220934,002758155,2020-09-01 19:46:54-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275791829569018686,002757918,2020-09-01 19:46:38-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275801031411160007,002758010,2020-09-01 19:47:01-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275822336695742860,002758223,2020-09-01 19:47:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275870168748009191,002758701,2020-09-01 19:44:56-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276088475951829390,002760884,2020-09-01 19:46:02-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602167733196093281717,021677331,2020-09-01 18:53:54-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602234085985194845126,022340859,2020-09-01 18:28:02-0700,896,85026,Phase 3a - Destination Secondary Processing,2020-09-03,2020-09-02
0027020014600276006428640690225,002760064,2020-09-01 19:48:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602142090194010563234,021420901,2020-09-01 20:35:33-0700,896,94188,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275811433460144747,002758114,2020-09-01 19:46:42-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275799630328111700,002757996,2020-09-01 19:46:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276012728539461613,002760127,2020-09-01 19:48:37-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276073558702128484,002760735,2020-09-01 19:46:12-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275862761568000707,002758627,2020-09-01 19:45:05-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275982920147540495,002759829,2020-09-01 19:48:10-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275870770123203311,002758707,2020-09-01 19:44:55-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275860160558153320,002758601,2020-09-01 19:45:08-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276093375146340422,002760933,2020-09-01 19:45:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276061847236972075,002760618,2020-09-01 19:46:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275794428768915135,002757944,2020-09-01 19:46:33-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275716803802197575,002757168,2020-09-01 19:47:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276258633566931112,002762586,2020-09-01 19:13:26-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275744616365802457,002757446,2020-09-01 19:47:55-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275710801770110118,002757108,2020-09-01 19:47:41-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276066249428939105,002760662,2020-09-01 19:46:20-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275741114546975140,002757411,2020-09-01 19:47:59-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602263256298365962443,022632562,2020-09-01 19:36:06-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602125851142345471991,021258511,2020-09-01 18:52:02-0500,481,63155,Phase 1a - Origin Primary Processing,,
0027020014600275859260181530700,002758592,2020-09-01 19:45:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275741615024961632,002757416,2020-09-01 19:47:58-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275716002895110812,002757160,2020-09-01 19:47:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275808632912172424,002758086,2020-09-01 19:46:45-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275838246077421610,002758382,2020-09-01 19:45:30-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276098678016430319,002760986,2020-09-01 19:45:45-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275744926003800232,002757449,2020-09-01 19:47:54-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276061747232958250,002760617,2020-09-01 19:46:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276102488211047575,002761024,2020-09-01 19:45:55-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276083164064795322,002760831,2020-09-01 19:46:08-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0031120014602266339389141,022663393,2020-09-01 13:20:11-0700,484,89199,Phase 2b - Destination SCF Processing,,
0027020014600275722307921171179,002757223,2020-09-01 19:47:28-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602231993980219530945,022319939,2020-09-01 18:56:52-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600275989121104117027,002759891,2020-09-01 19:48:02-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275741314606460804,002757413,2020-09-01 19:47:59-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275856560010167614,002758565,2020-09-01 19:45:12-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602142720296052030101,021427202,2020-09-01 18:53:58-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027020014600275876675142520697,002758766,2020-09-01 19:44:48-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275853656308828099,002758536,2020-09-01 19:45:15-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602231908180111122441,022319081,2020-09-01 19:08:58-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276061046038349031,002760610,2020-09-01 19:46:26-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275803132257562315,002758031,2020-09-01 19:46:59-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275989921402133674,002759899,2020-09-01 19:48:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276946555413194835,002769465,2020-09-01 19:45:25-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602117230085617560599,021172300,2020-09-01 14:06:14-0700,484,85726,Phase 2b - Destination SCF Processing,,
0027120014602217674343616347008,022176743,2020-09-01 23:48:32-0400,004,48340,Phase 0 - Origin Processing Cancellation of Postage,,
0027020014600275854557701763312,002758545,2020-09-01 19:45:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275841948315428556,002758419,2020-09-01 19:45:29-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275824237172119191,002758242,2020-09-01 19:47:06-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275973217601462808,002759732,2020-09-01 19:48:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275981120009604133,002759811,2020-09-01 19:48:12-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276007127537687700,002760071,2020-09-01 19:48:52-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275847452216046060,002758474,2020-09-01 19:45:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276687785641892921,002766877,2020-09-01 19:44:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275976418950031010,002759764,2020-09-01 19:48:18-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276661238965389242,002766612,2020-09-01 19:44:24-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275882578155703509,002758825,2020-09-01 19:44:44-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276079660914429563,002760796,2020-09-01 19:45:39-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276698894952260036,002766988,2020-09-01 19:44:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275988821045311620,002759888,2020-09-01 19:48:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275839146256210941,002758391,2020-09-01 19:45:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275841348081234975,002758413,2020-09-01 19:45:29-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276700295112770925,002767002,2020-09-01 19:44:32-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275801632043344311,002758016,2020-09-01 19:47:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275955508226223429,002759555,2020-09-01 19:41:41-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602261860976543508103,022618609,2020-09-01 20:59:13-0500,891,77315,Phase 1a - Origin Primary Processing,,
0027120014602263254598365929081,022632545,2020-09-01 19:36:05-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275794328768789774,002757943,2020-09-01 19:46:33-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602107062690028620626,021070626,2020-09-01 19:15:42-0700,891,92199,Phase 1a - Origin Primary Processing,,
0027020014600275960110701292083,002759601,2020-09-01 19:41:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275984922610206300,002759849,2020-09-01 19:48:07-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602232261881147082323,022322618,2020-09-01 18:48:19-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276626420155420965,002766264,2020-09-01 19:42:49-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275953308008370509,002759533,2020-09-01 19:41:43-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275734711598001111,002757347,2020-09-01 19:47:47-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276106882072237027,002761068,2020-09-01 19:43:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600670688238138287537,006706882,2020-09-01 20:41:18-0500,891,39201,Phase 1a - Origin Primary Processing,,
0027120014602137079730342271935,021370797,2020-09-01 22:33:37-0400,891,30026,Phase 1a - Origin Primary Processing,,
0027020014600276225123455541236,002762251,2020-09-01 19:16:38-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602232252181122925708,022322521,2020-09-01 18:48:29-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602107097990038107053,021070979,2020-09-01 14:20:42-0700,894,92199,Phase 2b - Destination SCF Processing,,
0027020014600276653734997560957,002766537,2020-09-01 19:42:24-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600186650376114143905,001866503,2020-09-01 21:20:02-0500,893,76161,Phase 2a - Destination MMP Processing,,
